csv_row_index,merged_row_index,match_flag,recovered_years_joined,Seller Link,Store Name,Year Joined,Total Products,Rating,Review Count,Followers,Total Revenue,Total Review,1 Start,2 Start,3 Start,4 Start,5 Start
135,136,,7,https://tiki.vn/cua-hang/ecodeals?source_screen=product_detail&source_engine=organic,ECODEALS,2019,67,4.4,2200,568,6496000,841.0,15.0,11.0,37.0,134.0,644.0
136,137,,8,https://tiki.vn/cua-hang/cong-ty-co-phan-thang-nay-an?source_screen=product_detail&source_engine=organic,Công ty cổ phần Thắng Nây An,2018,341,4.5,270,0,45609000,120.0,2.0,2.0,2.0,16.0,98.0
137,138,,7,https://tiki.vn/cua-hang/vietmart-668?source_screen=product_detail&source_engine=organic,VIETMART 668,2019,28,4.6,4400,316,15871230,1609.0,62.0,19.0,24.0,178.0,1326.0
138,140,,8,https://tiki.vn/cua-hang/philips-lighting-vietnam?source_screen=product_detail&source_engine=organic,Đèn Philips chính hãng,2018,64,4.8,930,0,14189485,762.0,8.0,3.0,7.0,87.0,657.0
139,141,,4,https://tiki.vn/cua-hang/shopanz?source_screen=product_detail&source_engine=organic,ShopAnZ,2022,573,4.3,3000,228,71685703,1018.0,75.0,27.0,23.0,191.0,702.0
140,142,,4,https://tiki.vn/cua-hang/dac-san-va-duoc-lieu-kon-tum?source_screen=product_detail&source_engine=organic,Đặc sản và Dược liệu Kon Tum,2022,17,4.7,664,388,7608000,165.0,7.0,0.0,1.0,31.0,126.0
141,143,,7,https://tiki.vn/cua-hang/trung-viet-hung-shop?source_screen=product_detail&source_engine=organic,Trung Việt Hưng Shop,2019,34,4.6,54,11,4132200,47.0,2.0,0.0,0.0,5.0,40.0
142,144,,2,https://tiki.vn/cua-hang/sumimo-binh-phuoc?source_screen=product_detail&source_engine=organic,SUMIMO Bình Phước,2024,15,5.0,1,0,356000,1.0,0.0,0.0,0.0,0.0,1.0
143,145,,6,https://tiki.vn/cua-hang/do-trang-suc-6868?source_screen=product_detail&source_engine=organic,ĐỒ TRANG SỨC 6868,2020,433,4.3,276,80,3139000,243.0,19.0,11.0,12.0,36.0,165.0
144,146,,8,https://tiki.vn/cua-hang/sieuthihangcongnghe?source_screen=product_detail&source_engine=organic,SIEUTHIHANGCONGNGHE,2018,116,4.1,2600,635,23374630,330.0,27.0,4.0,10.0,64.0,225.0
145,147,,7,https://tiki.vn/cua-hang/huy-hung-afast?source_screen=product_detail&source_engine=organic,HUY HÙNG AFAST,2019,59,4.5,8200,0,12233000,5372.0,246.0,103.0,220.0,978.0,3825.0
146,148,,5,https://tiki.vn/cua-hang/dododios-offical-store?source_screen=product_detail&source_engine=organic,DoDoDios Official Store,2021,688,4.6,5800,3100,92399999,4088.0,142.0,54.0,91.0,820.0,2981.0
147,149,,5,https://tiki.vn/cua-hang/yeelight-official-store?source_screen=product_detail&source_engine=organic,Yeelight Official Store,2021,40,4.6,411,662,0,157.0,2.0,3.0,3.0,22.0,127.0
148,150,,7,https://tiki.vn/cua-hang/an-khang-computer?source_screen=product_detail&source_engine=organic,An Khang Computer,2019,229,4.7,129,65,46898290,72.0,2.0,1.0,0.0,5.0,64.0
149,151,,5,https://tiki.vn/cua-hang/deli-official-store?source_screen=product_detail&source_engine=organic,Deli Official Store,2021,900,4.8,37000,36500,142953250,28841.0,403.0,162.0,325.0,3192.0,24759.0
150,152,,6,https://tiki.vn/cua-hang/sieu-thi-online-360?source_screen=product_detail&source_engine=organic,SIÊU THỊ ONLINE 360,2020,26,4.3,131,12,199000,21.0,1.0,0.0,0.0,6.0,14.0
151,153,,7,https://tiki.vn/cua-hang/hanh-duong-official?source_screen=product_detail&source_engine=organic,Hạnh Dương Official,2019,401,4.6,5700,1100,1672700,1624.0,13.0,6.0,40.0,315.0,1250.0
152,154,,8,https://tiki.vn/cua-hang/cty-tnhh-gold-roast-viet-nam?source_screen=product_detail&source_engine=organic,GOLD ROAST,2018,3,4.8,538,0,1487500,526.0,7.0,3.0,13.0,64.0,439.0
153,155,,9,https://tiki.vn/cua-hang/dai-phat-tai?source_screen=product_detail&source_engine=organic,Đại Phát Tài,2017,295,4.3,6200,540,13771350,2874.0,176.0,59.0,129.0,480.0,2030.0
154,156,,9,https://tiki.vn/cua-hang/tadavietnam?source_screen=product_detail&source_engine=organic,Tadavietnam,2017,182,4.5,17000,1400,241836890,6877.0,329.0,98.0,188.0,880.0,5382.0
155,157,,8,https://tiki.vn/cua-hang/the-true-japan?source_screen=product_detail&source_engine=organic,The True Japan,2018,265,4.5,4400,2100,27780000,3252.0,116.0,53.0,125.0,507.0,2451.0
156,158,,3,https://tiki.vn/cua-hang/store-hanh-ly?source_screen=product_detail&source_engine=organic,Store Hành Lý,2023,193,5.0,15,19,230000,13.0,0.0,0.0,0.0,0.0,13.0
157,159,,7,https://tiki.vn/cua-hang/socpistore?source_screen=product_detail&source_engine=organic,SocpiStore,2019,1450,4.3,1900,349,20359000,201.0,18.0,9.0,8.0,36.0,130.0
158,160,,5,https://tiki.vn/cua-hang/everon-official-store?source_screen=product_detail&source_engine=organic,Everon Official Store,2021,109,4.7,2100,4000,11001000,331.0,11.0,2.0,7.0,44.0,267.0
159,161,,7,https://tiki.vn/cua-hang/havias?source_screen=product_detail&source_engine=organic,HAVIAS,2019,264,4.4,23,26,4069000,16.0,2.0,0.0,1.0,2.0,11.0
160,162,,8,https://tiki.vn/cua-hang/kidos?source_screen=product_detail&source_engine=organic,HXSJ Official Store,2018,26,4.4,10000,1200,6232760,2481.0,134.0,52.0,83.0,360.0,1852.0
161,163,,7,https://tiki.vn/cua-hang/muc-in-trang-phuoc-tai?source_screen=product_detail&source_engine=organic,Mực in Trang Phước Tài,2019,1,4.3,3,0,0,2.0,0.0,0.0,0.0,0.0,2.0
162,164,,6,https://tiki.vn/cua-hang/nk-lube-center-shop?source_screen=product_detail&source_engine=organic,NK LUBE CENTER SHOP,2020,176,4.6,3200,347,7009400,2157.0,58.0,15.0,55.0,375.0,1654.0
163,165,,4,https://tiki.vn/cua-hang/wlc-official-store?source_screen=product_detail&source_engine=organic,WLC Official Store,2022,49,4.8,95,0,5834000,86.0,2.0,0.0,1.0,6.0,77.0
164,166,,5,https://tiki.vn/cua-hang/the-gioi-do-da-cong-so?source_screen=product_detail&source_engine=organic,Thế giới đồ da công sở,2021,51,4.3,18,0,0,5.0,0.0,1.0,0.0,1.0,3.0
165,167,,7,https://tiki.vn/cua-hang/titino?source_screen=product_detail&source_engine=organic,TitiNo,2019,186,4.0,7400,242,12250555,3181.0,267.0,102.0,235.0,586.0,1991.0
166,169,,5,https://tiki.vn/cua-hang/haru-mart?source_screen=product_detail&source_engine=organic,Haru Mart,2021,2,4.9,14,5,0,14.0,0.0,0.0,0.0,2.0,12.0
167,170,,5,https://tiki.vn/cua-hang/bao-ho-xe-may-tai-dat?source_screen=product_detail&source_engine=organic,Bảo Hộ Xe Máy Tài Đạt,2021,100,4.7,201,110,900000,62.0,1.0,0.0,2.0,6.0,53.0
168,171,,8,https://tiki.vn/cua-hang/m-market?source_screen=product_detail&source_engine=organic,K-market,2018,164,4.6,143,69,1500000,105.0,2.0,2.0,4.0,12.0,85.0
169,172,,9,https://tiki.vn/cua-hang/anh-tho-leather?source_screen=product_detail&source_engine=organic,Anh Thơ Leather,2017,216,4.5,2900,509,3730000,2515.0,67.0,33.0,112.0,507.0,1796.0
170,173,,7,https://tiki.vn/cua-hang/phu-kien-top?source_screen=product_detail&source_engine=organic,PHỤ KIỆN TOP,2019,50,4.3,357,38,0,7.0,1.0,0.0,0.0,0.0,6.0
171,174,,7,https://tiki.vn/cua-hang/tech7?source_screen=product_detail&source_engine=organic,Tech7,2019,99,4.6,4000,762,45547120,432.0,11.0,4.0,10.0,73.0,334.0
172,175,,5,https://tiki.vn/cua-hang/minhlam-store?source_screen=product_detail&source_engine=organic,Minhlam Store,2021,314,4.2,2600,1700,92230265,314.0,25.0,7.0,11.0,59.0,212.0
173,176,,6,https://tiki.vn/cua-hang/goc-bep-xanh?source_screen=product_detail&source_engine=organic,Goc Bep Xanh,2020,54,4.8,222,0,1905000,205.0,3.0,0.0,3.0,25.0,174.0
174,177,,4,https://tiki.vn/cua-hang/an-vy-store?source_screen=product_detail&source_engine=organic,An Vy store,2022,565,4.6,602,0,9293000,229.0,5.0,0.0,3.0,36.0,185.0
175,178,,7,https://tiki.vn/cua-hang/thinh-phat-shop?source_screen=product_detail&source_engine=organic,THỊNH PHÁT SHOP,2019,238,4.3,5200,413,7792300,253.0,10.0,7.0,18.0,53.0,165.0
176,179,,7,https://tiki.vn/cua-hang/ca-sau-huy-hoang?source_screen=product_detail&source_engine=organic,Cá Sấu Huy Hoàng,2019,1287,4.4,164,0,3035000,129.0,4.0,0.0,10.0,28.0,88.0
177,180,,4,https://tiki.vn/cua-hang/dang-khoa-lube?source_screen=product_detail&source_engine=organic,Đăng Khoa Lube,2022,19,4.9,7,1,165000,6.0,0.0,0.0,0.0,1.0,5.0
178,181,,5,https://tiki.vn/cua-hang/gence-hai-phong?source_screen=product_detail&source_engine=organic,Gence Hải Phòng,2021,20,4.7,3,21,0,,,,,,
179,182,,7,https://tiki.vn/cua-hang/thanh-hung-watch?source_screen=product_detail&source_engine=organic,Thành Hưng Watch,2019,994,4.6,115,136,5445000,68.0,0.0,1.0,4.0,14.0,49.0
180,183,,8,https://tiki.vn/cua-hang/nuoc-yen-sao-winsnest?source_screen=product_detail&source_engine=organic,Nước yến sào win'sNest,2018,77,4.8,9900,0,32092140,9062.0,74.0,51.0,199.0,1207.0,7531.0
181,184,,7,https://tiki.vn/cua-hang/shop-mall?source_screen=product_detail&source_engine=organic,Shop Mall,2019,88,4.3,3000,493,18413460,337.0,37.0,6.0,19.0,47.0,228.0
182,185,,7,https://tiki.vn/cua-hang/op-lung-sai-gon?source_screen=product_detail&source_engine=organic,Ốp lưng Sài Gòn,2019,2000,4.5,1300,671,2412000,210.0,11.0,2.0,4.0,36.0,157.0
183,186,,5,https://tiki.vn/cua-hang/happy-kids-shop-do-choi-cho-be?source_screen=product_detail&source_engine=organic,HAPPY KIDS Shop đồ chơi cho bé,2021,571,4.4,933,365,24496000,316.0,20.0,11.0,10.0,56.0,219.0
184,187,,5,https://tiki.vn/cua-hang/kingsun-vali?source_screen=product_detail&source_engine=organic,KingSun Vali,2021,40,4.7,1100,956,2976000,,,,,,
185,188,,4,https://tiki.vn/cua-hang/tongkhovienruabat?source_screen=product_detail&source_engine=organic,Tongkhovienruabat,2022,385,4.6,198,32,1074472222,136.0,7.0,0.0,4.0,23.0,102.0
186,189,,4,https://tiki.vn/cua-hang/dettol-finish-official-store?source_screen=product_detail&source_engine=organic,Dettol & Finish Official Store,2022,32,4.7,1000,2900,38469150,230.0,8.0,4.0,3.0,29.0,186.0
187,190,,3,https://tiki.vn/cua-hang/zily-vietnam?source_screen=product_detail&source_engine=organic,Zily VietNam,2023,71,4.6,11,14,562000,11.0,0.0,0.0,1.0,2.0,8.0
188,191,,7,https://tiki.vn/cua-hang/hong-hanh-mobile?source_screen=product_detail&source_engine=organic,Hồng Hạnh Mobile,2019,52,4.7,2800,15200,105729000,65.0,1.0,1.0,0.0,9.0,54.0
189,192,,5,https://tiki.vn/cua-hang/tiger-official-flagship-store?source_screen=product_detail&source_engine=organic,TIGER OFFICIAL FLAGSHIP STORE,2021,55,4.8,175,439,6822600,79.0,2.0,1.0,0.0,5.0,71.0
190,193,,8,https://tiki.vn/cua-hang/agol-shop?source_screen=product_detail&source_engine=organic,AGOL SHOP,2018,67,4.2,690,162,4424111,144.0,9.0,7.0,11.0,36.0,81.0
191,194,,9,https://tiki.vn/cua-hang/sunglasses-hut?source_screen=product_detail&source_engine=organic,SUNGLASSHUT,2017,2000,4.4,6400,3300,64585000,2342.0,95.0,47.0,109.0,417.0,1674.0
192,195,,6,https://tiki.vn/cua-hang/gold?source_screen=product_detail&source_engine=organic,Gold,2020,166,4.4,4200,830,27900000,438.0,21.0,9.0,7.0,73.0,328.0
193,196,,6,https://tiki.vn/cua-hang/long-hung-official-store?source_screen=product_detail&source_engine=organic,Long Hưng Official Store,2020,1407,4.7,2700,5500,72830850,633.0,24.0,5.0,12.0,78.0,514.0
194,197,,6,https://tiki.vn/cua-hang/the-magic?source_screen=product_detail&source_engine=organic,The Magic,2020,56,4.5,20000,2600,5540370,1901.0,33.0,19.0,35.0,264.0,1550.0
195,198,,6,https://tiki.vn/cua-hang/yesbuy-store?source_screen=product_detail&source_engine=organic,Yesbuy Store,2020,3,4.6,839,0,2184000,69.0,4.0,0.0,0.0,11.0,54.0
196,199,,8,https://tiki.vn/cua-hang/hotphukien?source_screen=product_detail&source_engine=organic,hotphukien,2018,776,4.3,10000,2100,13491620,2103.0,119.0,39.0,79.0,316.0,1550.0
197,200,,8,https://tiki.vn/cua-hang/do-da-thanh-long-tlg?source_screen=product_detail&source_engine=organic,ĐỒ DA THÀNH LONG TLG,2018,832,3.6,803,286,6889285,76.0,27.0,3.0,5.0,10.0,31.0
198,201,,5,https://tiki.vn/cua-hang/tien-phat-store?source_screen=product_detail&source_engine=organic,TIẾN PHÁT STORE,2021,146,4.6,5300,557,15490166,406.0,10.0,4.0,11.0,51.0,330.0
199,202,,6,https://tiki.vn/cua-hang/trung-tam-thiet-bi?source_screen=product_detail&source_engine=organic,Trung Tâm Thiết Bị,2020,880,4.5,1300,0,7325000,776.0,21.0,10.0,26.0,160.0,559.0
200,203,,7,https://tiki.vn/cua-hang/may-tinh-bao-minh?source_screen=product_detail&source_engine=organic,Máy Tính Bảo Minh,2019,1458,4.5,9500,854,411303620,2913.0,116.0,29.0,77.0,463.0,2236.0
201,204,,4,https://tiki.vn/cua-hang/samsonite-flagship-store?source_screen=product_detail&source_engine=organic,Samsonite Flagship Store,2022,43,5.0,22,0,8800000,8.0,0.0,0.0,0.0,0.0,8.0
202,205,,8,https://tiki.vn/cua-hang/bac-hieu-minh?source_screen=product_detail&source_engine=organic,Bạc Hiểu Minh,2018,1276,4.4,532,507,6903000,272.0,9.0,4.0,5.0,54.0,200.0
203,206,,6,https://tiki.vn/cua-hang/supersports-vietnam?source_screen=product_detail&source_engine=organic,Supersports Vietnam,2020,1358,4.7,9900,36500,110420880,473.0,17.0,5.0,15.0,60.0,376.0
204,207,,2,https://tiki.vn/cua-hang/shop-estar?source_screen=product_detail&source_engine=organic,SHOP ESTAR,2024,42,5.0,3,0,2059440,3.0,0.0,0.0,0.0,0.0,3.0
205,208,,7,https://tiki.vn/cua-hang/mua-chung-vn?source_screen=product_detail&source_engine=organic,MUA CHUNG VN,2019,59,4.5,363,22,174000,108.0,3.0,1.0,5.0,21.0,78.0
206,209,,5,https://tiki.vn/cua-hang/dat-khang-network?source_screen=product_detail&source_engine=organic,Đạt Khang Network,2021,2000,4.5,1200,242,4828920,127.0,3.0,0.0,0.0,26.0,98.0
207,1323,,6,https://tiki.vn/cua-hang/omp-alliance?source_screen=product_detail&source_engine=organic,OMP Alliance,2020,15,0.0,0,1,0,,,,,,
208,211,,5,https://tiki.vn/cua-hang/bao-quan-auto?source_screen=product_detail&source_engine=organic,Bảo Quân Auto,2021,54,4.4,464,0,459000,52.0,3.0,0.0,1.0,7.0,41.0
209,212,,7,https://tiki.vn/cua-hang/do-so-sinh-me-va-be-chip?source_screen=product_detail&source_engine=organic,Đồ Sơ Sinh Mẹ và Bé Chip,2019,264,4.1,936,0,32961100,128.0,18.0,7.0,4.0,21.0,78.0
210,213,,6,https://tiki.vn/cua-hang/acafe?source_screen=product_detail&source_engine=organic,ACAFE,2020,193,4.8,5000,911,51173648,4271.0,57.0,18.0,55.0,539.0,3602.0
211,214,,9,https://tiki.vn/cua-hang/tuyet-shan-co-thu-tra?source_screen=product_detail&source_engine=organic,Tuyết shan cổ thụ trà,2017,13,4.4,132,49,228000,126.0,8.0,1.0,4.0,24.0,89.0
212,215,,6,https://tiki.vn/cua-hang/bach-hoa-xuan-thu?source_screen=product_detail&source_engine=organic,Bách Hóa Xuân Thu,2020,69,4.5,5400,783,4199000,2166.0,73.0,44.0,87.0,375.0,1587.0
213,216,,7,https://tiki.vn/cua-hang/168-store?source_screen=product_detail&source_engine=organic,168 Store,2019,19,4.2,2300,734,180000,1236.0,103.0,58.0,113.0,226.0,736.0
214,217,,8,https://tiki.vn/cua-hang/boro-sport?source_screen=product_detail&source_engine=organic,BORO SPORT,2018,134,4.7,14000,1900,137346400,9231.0,166.0,100.0,247.0,1285.0,7433.0
215,218,,5,https://tiki.vn/cua-hang/phu-my-furniture?source_screen=product_detail&source_engine=organic,PHÚ MỸ furniture,2021,10,4.7,702,232,11109000,619.0,16.0,7.0,13.0,77.0,506.0
216,219,,4,https://tiki.vn/cua-hang/american-tourister-flagship-store?source_screen=product_detail&source_engine=organic,American Tourister Flagship Store,2022,41,4.8,40,330,2512500,22.0,0.0,0.0,1.0,3.0,18.0
217,220,,4,https://tiki.vn/cua-hang/trung-nguyen-franchising?source_screen=product_detail&source_engine=organic,Trung Nguyên Legend Official,2022,110,4.8,214,421,8800000,174.0,4.0,1.0,2.0,12.0,155.0
218,221,,8,https://tiki.vn/cua-hang/cua-hang-dong-ho-citizen?source_screen=product_detail&source_engine=organic,Cửa hàng đồng hồ Citizen,2018,582,4.5,98,312,0,24.0,0.0,0.0,0.0,2.0,22.0
219,222,,8,https://tiki.vn/cua-hang/hkt-home-shopping?source_screen=product_detail&source_engine=organic,HKT Home Shopping,2018,409,4.5,11000,1300,12370700,6359.0,223.0,113.0,325.0,1202.0,4496.0
220,223,,7,https://tiki.vn/cua-hang/extreme-zero-online?source_screen=product_detail&source_engine=organic,Extreme Zero Online,2019,254,4.6,4500,0,3041970,242.0,5.0,5.0,7.0,28.0,197.0
221,224,,9,https://tiki.vn/cua-hang/number-one-fashion?source_screen=product_detail&source_engine=organic,Number One Fashion,2017,338,4.5,103,31,529000,24.0,2.0,0.0,1.0,4.0,17.0
222,225,,8,https://tiki.vn/cua-hang/huy-tuong-tphcm?source_screen=product_detail&source_engine=organic,Huy Tưởng Tphcm,2018,95,4.4,19000,2300,3058600,2780.0,122.0,59.0,123.0,453.0,2023.0
223,226,,7,https://tiki.vn/cua-hang/ps-case?source_screen=product_detail&source_engine=organic,Photodesign VN Official,2019,92,4.5,11000,3200,16835336,4192.0,152.0,60.0,90.0,649.0,3241.0
224,227,,7,https://tiki.vn/cua-hang/gallery-minh-quan?source_screen=product_detail&source_engine=organic,gallery Minh Quân,2019,1110,4.3,345,147,48998000,324.0,24.0,6.0,24.0,70.0,200.0
225,228,,5,https://tiki.vn/cua-hang/noi-that-tido-official?source_screen=product_detail&source_engine=organic,Nội Thất TIDO Official,2021,55,4.7,1000,397,6584000,963.0,24.0,11.0,17.0,121.0,790.0
226,229,,7,https://tiki.vn/cua-hang/luxi-green?source_screen=product_detail&source_engine=organic,Luxi Green,2019,374,4.2,1500,572,2383590,966.0,97.0,30.0,62.0,170.0,607.0
227,230,,8,https://tiki.vn/cua-hang/mymy-shop?source_screen=product_detail&source_engine=organic,Mymy shop,2018,26,4.4,646,91,2474000,8.0,0.0,1.0,0.0,2.0,5.0
228,231,,7,https://tiki.vn/cua-hang/the-gioi-balo-dep-balodep-shop?source_screen=product_detail&source_engine=organic,Thế Giới Balo Đẹp Balodep Shop,2019,45,4.8,144,34,0,50.0,0.0,0.0,3.0,5.0,42.0
229,232,,8,https://tiki.vn/cua-hang/ghe-nam-viet?source_screen=product_detail&source_engine=organic,Ghế Nam Việt,2018,701,4.6,37000,5000,110635640,17789.0,450.0,210.0,455.0,2749.0,13925.0
230,233,,6,https://tiki.vn/cua-hang/tong-kho-mb?source_screen=product_detail&source_engine=organic,Tổng Kho MB,2020,1012,4.2,18000,3500,93650593,5918.0,406.0,152.0,290.0,1286.0,3784.0
231,234,,6,https://tiki.vn/cua-hang/watchfashion?source_screen=product_detail&source_engine=organic,WatchFashion,2020,36,4.7,933,943,1519000,48.0,1.0,0.0,4.0,13.0,30.0
232,235,,5,https://tiki.vn/cua-hang/shop-thanh-long-muc-in?source_screen=product_detail&source_engine=organic,Shop Thành Long Mực in,2021,97,4.7,448,0,28478600,87.0,5.0,0.0,1.0,12.0,69.0
233,236,,5,https://tiki.vn/cua-hang/natoli-official?source_screen=product_detail&source_engine=organic,NATOLI OFFICIAL,2021,40,4.6,144,157,1564700,129.0,5.0,2.0,6.0,21.0,95.0
234,237,,4,https://tiki.vn/cua-hang/1-click?source_screen=product_detail&source_engine=organic,1 Click,2022,539,4.4,307,168,4387000,32.0,2.0,0.0,1.0,5.0,24.0
235,238,,5,https://tiki.vn/cua-hang/tp-watch-premium?source_screen=product_detail&source_engine=organic,TP WATCH PREMIUM,2021,342,4.8,915,1400,11844903,378.0,1.0,0.0,2.0,41.0,334.0
236,239,,8,https://tiki.vn/cua-hang/cong-ty-tnhh-mtv-sx-tm-dv-hanh-sanh?source_screen=product_detail&source_engine=organic,SanKyo Official Store,2018,10,4.8,20,0,1000000,10.0,0.0,0.0,0.0,1.0,9.0
237,240,,6,https://tiki.vn/cua-hang/kemei-official-store?source_screen=product_detail&source_engine=organic,Kemei Official Store,2020,97,4.6,678,1100,7391000,271.0,7.0,4.0,4.0,38.0,218.0
238,241,,5,https://tiki.vn/cua-hang/tong-kho-toc-gia?source_screen=product_detail&source_engine=organic,Tổng kho Tóc giả,2021,96,4.5,87,14,235000,82.0,3.0,3.0,1.0,19.0,56.0
239,242,,5,https://tiki.vn/cua-hang/nong-san-dai-ngan?source_screen=product_detail&source_engine=organic,Nông Sản Đại Ngàn,2021,1,4.6,150,0,235000,75.0,2.0,1.0,2.0,17.0,53.0
240,243,,4,https://tiki.vn/cua-hang/baseus-official-online-store?source_screen=product_detail&source_engine=organic,Baseus Official Online Store,2022,209,4.6,116,256,10165136,64.0,3.0,0.0,1.0,6.0,54.0
241,244,,7,https://tiki.vn/cua-hang/muc-in-az?source_screen=product_detail&source_engine=organic,Mực in AZ,2019,197,4.6,1000,152,16189440,89.0,2.0,0.0,3.0,13.0,71.0
242,245,,7,https://tiki.vn/cua-hang/phu-kien-goc?source_screen=product_detail&source_engine=organic,Phụ Kiện Gốc,2019,503,4.2,2500,158,5647990,765.0,54.0,20.0,35.0,150.0,506.0
243,246,,6,https://tiki.vn/cua-hang/trustbuy?source_screen=product_detail&source_engine=organic,TrustBuy,2020,63,4.7,6300,5600,33791240,2886.0,56.0,19.0,45.0,272.0,2494.0
244,247,,5,https://tiki.vn/cua-hang/phuoc-khang-gems?source_screen=product_detail&source_engine=organic,Phước Khang Gems,2021,1166,4.5,679,0,3534000,588.0,35.0,5.0,23.0,83.0,442.0
245,248,,7,https://tiki.vn/cua-hang/bilaha-store?source_screen=product_detail&source_engine=organic,Bilaha Store,2019,460,4.6,543,186,10113000,121.0,4.0,1.0,1.0,14.0,101.0
246,249,,7,https://tiki.vn/cua-hang/be-heo?source_screen=product_detail&source_engine=organic,Bé Heo,2019,489,4.5,2200,752,1743360,1356.0,40.0,21.0,51.0,221.0,1023.0
247,250,,5,https://tiki.vn/cua-hang/indochina-technology-jsc?source_screen=product_detail&source_engine=organic,MIKROTIK Authorised Store,2021,24,4.6,10,0,0,4.0,1.0,0.0,0.0,0.0,3.0
248,251,,5,https://tiki.vn/cua-hang/akemi-official-stores?source_screen=product_detail&source_engine=organic,Akemi Official Stores,2021,21,4.6,149,1300,0,15.0,1.0,0.0,0.0,5.0,9.0
